IDTEACH,IDSCHOOL,TT3G55A,TT3G55B,TT3G55C,TT3G55D,TT3G55E,TT3G55F,TT3G55G,TT3G55H,TT3G55I,CONT
300102,3001,2,3,2,2,2,2,3,3,3,1
300103,3001,2,2,3,1,2,3,2,3,1,1
300104,3001,3,3,3,3,3,3,3,3,3,1
300105,3001,3,3,3,3,3,3,3,3,3,1
300106,3001,2,1,1,1,3,1,2,2,1,1
300107,3001,3,3,3,3,3,3,3,3,2,1
300201,3002,3,3,2,3,3,3,3,3,2,1
300202,3002,3,2,3,3,3,3,3,3,3,1
300203,3002,3,3,3,3,3,3,3,3,2,1
300204,3002,3,3,3,3,3,3,3,3,3,1
300205,3002,3,3,3,3,3,3,3,3,3,1
300206,3002,3,3,3,3,3,3,3,3,1,1
300207,3002,0,0,0,0,0,0,0,0,0,1
300209,3002,3,2,2,3,3,3,3,3,3,1
300210,3002,3,2,2,3,3,3,3,3,3,1
300211,3002,3,3,3,3,3,3,3,3,3,1
300212,3002,3,3,3,3,3,3,3,3,3,1
300213,3002,3,3,3,3,3,3,3,3,3,1
300214,3002,3,3,3,3,3,3,3,3,2,1
300301,3003,3,2,1,3,3,3,3,3,3,1
300302,3003,3,3,3,3,3,3,3,3,3,1
300303,3003,3,3,1,2,3,1,3,3,3,1
300304,3003,3,3,3,3,3,3,3,3,3,1
300305,3003,3,3,3,3,3,3,3,3,3,1
300306,3003,3,3,3,3,3,3,3,3,3,1
300307,3003,3,3,3,3,3,3,3,3,3,1
300309,3003,3,3,3,1,3,3,3,3,1,1
300310,3003,3,3,3,1,2,1,3,3,2,1
300311,3003,0,0,0,0,0,0,0,0,0,1
300312,3003,3,3,3,3,3,3,3,3,3,1
300313,3003,3,3,2,3,3,3,3,3,2,1
300401,3004,3,2,2,3,3,2,3,3,2,1
300402,3004,2,3,3,3,3,3,3,3,3,1
300404,3004,2,3,3,3,3,3,3,3,2,1
300405,3004,3,3,2,3,3,3,3,3,2,1
300409,3004,3,3,3,3,3,3,2,3,2,1
300410,3004,1,3,3,3,3,3,3,3,2,1
300414,3004,3,3,3,3,3,3,3,3,3,1
300420,3004,3,3,3,3,3,3,3,3,3,1
300421,3004,2,2,3,3,3,3,3,3,1,1
300423,3004,3,3,3,3,3,3,3,3,3,1
300424,3004,3,3,3,3,3,3,3,3,3,1
300501,3005,3,3,3,3,3,3,3,3,3,1
300502,3005,3,3,3,3,3,3,3,3,2,1
300503,3005,2,3,3,3,3,3,3,3,3,1
300504,3005,3,3,3,3,3,3,3,3,3,1
300505,3005,3,2,2,2,3,3,3,3,1,1
300506,3005,2,3,2,3,3,3,3,3,2,1
300507,3005,3,2,3,3,3,3,3,2,2,1
300508,3005,2,3,3,3,3,3,3,3,3,1
300509,3005,3,3,2,3,3,3,3,3,3,1
300510,3005,3,3,3,3,3,3,3,3,3,1
300511,3005,1,2,1,1,1,1,1,1,1,1
300512,3005,3,3,3,2,3,3,3,3,2,1
300513,3005,3,3,3,3,3,3,3,3,2,1
300514,3005,3,3,2,3,3,3,3,3,3,1
300515,3005,3,3,1,3,3,3,3,3,2,1
300516,3005,2,2,2,3,3,3,3,3,2,1
300517,3005,3,3,2,3,3,3,3,3,3,1
300518,3005,3,3,3,3,3,3,3,3,3,1
300519,3005,3,3,2,3,3,3,3,3,1,1
300520,3005,3,3,3,3,3,3,3,3,3,1
300521,3005,2,3,2,3,3,2,3,3,2,1
300522,3005,2,3,3,2,3,3,3,3,3,1
300523,3005,3,3,3,3,3,3,3,3,2,1
300524,3005,3,3,3,3,3,3,3,3,3,1
300601,3006,2,2,2,3,2,2,3,2,2,1
300602,3006,2,2,2,3,3,3,3,3,3,1
300603,3006,3,3,3,3,2,3,3,3,3,1
300604,3006,1,2,3,3,2,3,3,3,2,1
300605,3006,3,2,3,3,2,3,3,3,3,1
300607,3006,2,2,2,3,3,3,3,3,3,1
300609,3006,1,3,3,3,3,3,3,3,3,1
300610,3006,2,2,3,3,2,3,3,3,2,1
300611,3006,3,2,3,3,3,3,3,3,3,1
300612,3006,2,3,2,3,3,3,3,3,2,1
300613,3006,2,2,2,3,3,3,3,3,2,1
300614,3006,2,2,2,3,3,3,3,3,3,1
300615,3006,3,2,3,2,2,3,3,2,3,1
300616,3006,2,2,2,3,3,3,3,3,3,1
300617,3006,3,3,3,3,3,3,3,3,3,1
300618,3006,1,1,3,3,3,3,3,3,3,1
300619,3006,2,2,2,2,1,2,3,3,2,1
300620,3006,3,2,2,3,2,2,3,3,3,1
300621,3006,3,2,2,3,3,3,3,3,1,1
300622,3006,3,3,3,3,2,2,3,3,2,1
300623,3006,3,3,3,3,3,3,3,3,3,1
300624,3006,2,2,2,2,3,3,3,3,2,1
300625,3006,2,1,3,3,3,3,3,3,3,1
300626,3006,2,2,2,3,2,3,3,3,3,1
300627,3006,2,3,3,3,3,3,2,3,3,1
300628,3006,2,2,2,2,2,2,2,2,2,1
300629,3006,1,1,1,2,1,1,2,3,3,1
300702,3007,3,2,2,3,2,3,3,3,3,1
300705,3007,3,3,3,3,3,3,3,3,3,1
300707,3007,0,0,0,0,0,0,0,0,0,1
300801,3008,3,3,3,3,3,3,3,3,2,1
300802,3008,2,3,3,3,3,3,3,3,3,1
300803,3008,2,3,3,3,2,3,3,3,2,1
300804,3008,3,3,2,3,2,3,3,3,3,1
300805,3008,3,3,3,2,3,3,3,3,3,1
300806,3008,3,3,3,2,3,3,3,3,2,1
300807,3008,3,2,2,2,2,2,3,3,2,1
300808,3008,3,3,3,1,1,1,3,3,1,1
300809,3008,2,2,3,3,3,3,3,3,3,1
300810,3008,3,2,2,3,3,3,3,3,2,1
300811,3008,3,3,3,3,3,3,3,3,3,1
300812,3008,3,3,3,3,3,3,3,3,3,1
300813,3008,2,3,3,3,3,3,3,3,2,1
300814,3008,2,3,2,3,2,3,3,3,2,1
300815,3008,2,2,2,3,2,3,3,3,3,1
300816,3008,3,3,3,3,3,3,3,3,3,1
300817,3008,3,3,3,3,3,3,3,3,3,1
300818,3008,3,3,3,3,3,3,3,3,1,1
300819,3008,3,3,2,2,2,3,3,2,2,1
300901,3009,3,2,3,2,0,1,3,3,3,1
300902,3009,2,3,1,2,2,3,3,3,2,1
300903,3009,2,2,3,3,3,3,3,3,3,1
300904,3009,3,1,3,3,3,2,3,3,3,1
300905,3009,3,3,2,3,3,3,3,3,3,1
300906,3009,3,3,3,3,2,3,3,3,3,1
300907,3009,3,3,3,3,3,3,3,3,1,1
300908,3009,3,3,3,3,3,3,3,3,3,1
301001,3010,3,2,3,3,3,3,3,2,3,1
301002,3010,3,3,3,3,3,3,3,3,3,1
301003,3010,3,3,3,2,3,3,3,3,3,1
301006,3010,3,3,3,3,3,3,3,3,3,1
301007,3010,2,2,2,2,3,3,3,3,3,1
301008,3010,3,3,3,3,3,3,3,3,3,1
301009,3010,3,3,2,3,3,3,3,3,3,1
301010,3010,3,2,2,3,3,3,3,1,2,1
301011,3010,2,2,1,2,3,3,3,2,3,1
301013,3010,2,2,2,3,3,3,3,3,3,1
301014,3010,2,3,2,3,3,3,3,3,3,1
301017,3010,3,3,3,3,3,3,3,3,3,1
301018,3010,2,2,2,2,3,3,0,3,3,1
301020,3010,2,3,2,3,3,3,3,3,3,1
301201,3012,3,3,3,3,3,3,3,3,3,1
301202,3012,3,3,3,3,3,3,3,3,3,1
301203,3012,2,3,3,3,3,3,3,3,3,1
301204,3012,3,2,3,3,3,3,3,3,3,1
301205,3012,3,3,3,3,3,3,3,3,3,1
301206,3012,3,3,3,3,3,3,3,3,3,1
301207,3012,3,3,3,3,2,3,3,3,1,1
301208,3012,3,3,3,3,3,3,3,3,3,1
301209,3012,0,0,0,0,0,0,0,0,0,1
301210,3012,0,0,0,0,0,0,0,0,0,1
301211,3012,2,2,1,3,2,1,3,3,2,1
301212,3012,3,2,3,3,3,3,3,3,3,1
301213,3012,0,0,0,0,0,0,0,0,0,1
301214,3012,3,3,3,3,3,3,3,3,3,1
301217,3012,3,3,3,3,3,3,3,3,3,1
301218,3012,3,3,3,3,3,3,3,3,3,1
301220,3012,2,1,2,3,2,3,3,2,3,1
301301,3013,3,3,3,3,3,3,3,3,3,1
301302,3013,3,3,2,3,3,3,3,3,3,1
301303,3013,3,3,3,3,3,3,3,3,3,1
301304,3013,3,3,3,3,3,3,3,3,3,1
301305,3013,3,3,3,3,3,3,3,3,3,1
301306,3013,3,3,3,3,3,3,3,3,2,1
301307,3013,3,3,3,3,3,3,3,3,3,1
301308,3013,3,3,3,3,3,3,3,3,3,1
301309,3013,3,2,0,2,3,3,3,2,2,1
301310,3013,3,3,1,3,3,3,3,3,3,1
301311,3013,2,3,3,3,3,3,3,3,2,1
301312,3013,3,3,3,3,3,3,3,3,2,1
301313,3013,3,3,3,3,3,3,3,3,3,1
301314,3013,3,3,3,3,3,3,3,3,3,1
301315,3013,1,2,2,3,2,2,3,3,3,1
301316,3013,3,3,3,3,2,3,3,3,3,1
301317,3013,3,3,3,1,2,3,3,3,3,1
301401,3014,1,1,2,2,1,2,2,3,3,1
301404,3014,3,3,3,1,1,3,3,3,2,1
301406,3014,3,3,3,3,3,3,3,3,3,1
301410,3014,2,2,2,3,3,3,3,3,3,1
301413,3014,2,2,2,2,2,3,3,3,3,1
301414,3014,2,2,2,3,2,3,3,3,3,1
301416,3014,3,3,2,2,3,3,3,3,2,1
301417,3014,3,2,2,2,2,2,2,3,3,1
301418,3014,2,3,3,3,3,3,3,3,3,1
301420,3014,3,3,3,2,2,2,2,3,2,1
301422,3014,2,2,2,2,2,3,3,3,2,1
301501,3015,3,3,3,3,3,3,3,3,3,1
301502,3015,0,0,0,0,0,0,0,0,0,1
301505,3015,3,3,3,3,3,3,3,3,3,1
301507,3015,1,1,1,3,2,2,1,2,3,1
301510,3015,0,0,0,0,0,0,0,0,0,1
301511,3015,0,0,0,0,0,0,0,0,0,1
301512,3015,2,3,2,3,3,3,3,3,3,1
301514,3015,3,2,2,3,3,3,3,3,2,1
301516,3015,2,2,2,3,3,3,3,3,3,1
301518,3015,3,3,3,3,3,3,3,3,3,1
301520,3015,0,0,0,0,0,0,0,0,0,1
301601,3016,3,3,3,3,3,3,3,3,0,1
301602,3016,2,3,3,2,3,3,3,3,2,1
301603,3016,3,3,3,3,3,3,3,3,3,1
301604,3016,2,3,2,3,3,3,3,3,3,1
301605,3016,3,2,1,3,3,3,3,3,2,1
301606,3016,2,2,2,3,3,3,3,3,3,1
301608,3016,3,3,3,3,3,3,3,3,3,1
301609,3016,3,3,2,2,3,3,3,3,3,1
301701,3017,3,2,3,3,2,3,2,3,3,1
301702,3017,3,3,2,3,3,3,3,3,2,1
301703,3017,3,3,3,3,3,3,3,3,1,1
301704,3017,2,2,1,2,1,2,3,3,2,1
301705,3017,3,3,3,3,3,3,3,3,3,1
301706,3017,3,3,3,3,3,3,3,3,3,1
301707,3017,3,3,3,3,3,3,3,3,3,1
301708,3017,3,2,2,3,3,2,3,3,3,1
301709,3017,3,3,3,3,3,3,3,3,3,1
301710,3017,3,3,3,3,3,3,3,3,2,1
301711,3017,3,3,2,3,2,3,3,3,1,1
301712,3017,3,3,2,3,3,3,3,3,3,1
301713,3017,3,2,3,3,3,3,3,3,2,1
301714,3017,2,2,3,3,3,3,3,3,3,1
301715,3017,2,1,2,3,2,2,3,3,2,1
301716,3017,3,3,3,3,3,3,3,3,3,1
301717,3017,2,1,1,2,1,3,3,3,1,1
301801,3018,3,3,2,3,2,3,3,3,3,1
301802,3018,3,3,2,3,3,3,3,3,2,1
301803,3018,3,3,2,2,2,3,3,3,2,1
301804,3018,3,3,2,3,3,3,3,3,3,1
301805,3018,2,3,2,3,3,3,3,3,3,1
301806,3018,3,3,3,3,3,3,3,3,2,1
301807,3018,3,3,3,2,3,3,3,3,2,1
301808,3018,2,2,3,2,2,3,3,3,3,1
301809,3018,3,3,2,3,3,3,3,3,2,1
301810,3018,3,3,3,3,2,3,3,3,3,1
301811,3018,3,3,2,3,3,3,3,3,3,1
301812,3018,3,3,2,3,3,3,3,3,3,1
301813,3018,3,3,3,3,3,3,3,3,3,1
301814,3018,3,3,2,3,3,2,3,3,2,1
301901,3019,3,1,2,2,3,2,3,3,1,1
301903,3019,3,3,3,3,3,3,3,3,3,1
301904,3019,3,3,3,3,3,3,3,3,3,1
301905,3019,3,3,2,3,3,3,3,3,3,1
301908,3019,2,2,2,3,3,2,3,3,3,1
301910,3019,3,2,2,3,3,2,3,3,3,1
301911,3019,3,3,3,3,3,3,3,3,3,1
301913,3019,2,2,2,3,3,3,3,3,2,1
301915,3019,3,3,2,3,3,3,3,3,3,1
301916,3019,3,2,2,3,3,3,3,3,3,1
301917,3019,3,2,3,2,3,3,3,3,3,1
301918,3019,2,1,3,2,3,3,3,3,3,1
302001,3020,1,1,3,3,3,3,3,3,3,1
302002,3020,1,1,1,3,3,2,3,3,3,1
302003,3020,3,3,3,2,3,3,3,3,1,1
302004,3020,3,3,3,2,3,3,3,3,2,1
302005,3020,3,3,3,3,3,3,3,3,3,1
302006,3020,3,2,2,2,3,3,3,2,2,1
302007,3020,3,3,3,3,3,3,3,3,3,1
302008,3020,3,3,2,3,3,3,3,3,2,1
302009,3020,3,3,3,3,3,3,3,3,3,1
302010,3020,3,3,3,3,3,3,3,3,2,1
302012,3020,3,3,3,3,3,3,3,3,3,1
302013,3020,3,3,3,2,3,3,3,3,3,1
302014,3020,3,3,2,3,3,3,3,3,2,1
302015,3020,3,3,3,3,3,3,3,3,2,1
302101,3021,3,2,3,3,3,3,3,3,3,1
302102,3021,3,2,2,1,3,3,3,3,1,1
302103,3021,2,2,3,3,3,3,3,3,3,1
302104,3021,3,3,1,3,3,3,3,3,2,1
302105,3021,3,3,3,3,3,3,3,3,3,1
302106,3021,3,3,3,3,3,3,3,3,2,1
302107,3021,2,2,1,3,3,3,3,3,3,1
302108,3021,3,3,3,2,3,3,3,3,2,1
302109,3021,2,3,2,3,3,3,3,3,2,1
302110,3021,3,3,3,3,3,3,3,3,1,1
302111,3021,2,1,2,3,3,3,3,3,3,1
302112,3021,3,3,3,1,2,3,3,3,2,1
302113,3021,3,3,3,3,3,3,3,3,3,1
302114,3021,3,3,3,3,3,3,3,3,3,1
302115,3021,2,2,2,2,3,3,3,3,2,1
302116,3021,3,2,2,3,2,3,3,3,3,1
302117,3021,3,3,3,3,3,3,3,3,3,1
302118,3021,3,3,3,3,3,3,3,3,3,1
302201,3022,2,2,3,3,3,3,2,3,2,1
302202,3022,3,3,2,3,2,3,2,3,3,1
302203,3022,3,2,1,3,3,3,3,3,2,1
302204,3022,2,2,2,3,3,2,3,3,3,1
302205,3022,3,3,3,3,3,3,3,3,3,1
302207,3022,3,3,3,3,3,3,3,3,3,1
302209,3022,3,3,3,3,3,3,3,3,3,1
302211,3022,3,2,2,3,3,3,3,3,3,1
302212,3022,3,1,3,3,3,3,3,2,1,1
302213,3022,3,3,3,3,3,3,3,3,3,1
302214,3022,2,2,2,3,2,3,3,3,3,1
302215,3022,3,3,3,3,3,3,3,3,3,1
302216,3022,2,2,3,3,2,3,3,2,2,1
302217,3022,2,2,2,3,3,2,3,3,3,1
302301,3023,3,3,3,3,3,3,3,3,2,1
302302,3023,3,3,3,3,3,3,3,3,3,1
302303,3023,3,3,3,3,3,3,3,3,2,1
302304,3023,3,3,2,3,3,3,3,3,3,1
302306,3023,2,1,2,3,3,2,3,3,1,1
302307,3023,3,3,2,3,3,3,3,3,3,1
302308,3023,3,3,3,3,3,3,3,3,2,1
302309,3023,1,2,1,3,2,1,3,3,1,1
302310,3023,3,3,3,3,3,3,3,3,3,1
302401,3024,3,3,3,3,3,3,3,3,3,1
302403,3024,3,3,3,3,3,3,3,3,3,1
302404,3024,3,3,3,3,3,3,3,3,3,1
302405,3024,3,3,3,3,3,3,3,3,3,1
302408,3024,2,3,3,3,3,3,2,3,3,1
302409,3024,2,2,3,1,1,3,3,3,2,1
302410,3024,2,2,2,3,2,3,2,3,3,1
302413,3024,3,3,3,3,3,3,3,3,3,1
302414,3024,2,3,3,3,3,3,3,3,3,1
302418,3024,3,2,2,3,3,3,3,3,3,1
302420,3024,2,1,2,3,2,2,3,3,3,1
302502,3025,0,0,0,0,0,0,0,0,0,1
302503,3025,3,3,3,3,0,3,3,3,3,1
302506,3025,3,3,3,3,3,3,3,3,3,1
302508,3025,2,2,1,2,2,3,3,3,3,1
302601,3026,3,3,3,3,3,3,3,3,3,1
302603,3026,2,2,2,3,3,3,3,3,3,1
302604,3026,3,3,0,0,3,0,0,3,0,1
302605,3026,0,0,0,0,0,0,0,0,0,1
302607,3026,3,3,3,3,3,3,3,3,3,1
302701,3027,2,2,3,3,3,3,3,3,3,1
302702,3027,3,2,2,2,2,3,2,1,1,1
302703,3027,3,2,3,3,2,3,3,3,3,1
302704,3027,2,2,3,2,1,2,3,3,3,1
302706,3027,3,3,3,3,3,3,3,3,3,1
302707,3027,3,2,3,3,3,3,3,3,3,1
302708,3027,2,2,2,3,2,2,3,3,3,1
302709,3027,3,3,3,3,3,3,3,3,2,1
302710,3027,2,2,2,2,2,2,2,3,3,1
302711,3027,3,3,3,3,3,3,3,3,3,1
302712,3027,3,3,3,3,3,3,3,3,2,1
302713,3027,2,2,3,3,3,3,3,3,3,1
302714,3027,3,3,3,3,3,3,3,3,3,1
302715,3027,3,2,3,3,3,3,3,3,3,1
302716,3027,3,3,2,3,3,1,3,2,3,1
302717,3027,3,3,3,3,3,3,3,3,3,1
302718,3027,2,2,3,3,3,3,3,3,2,1
302801,3028,2,3,3,3,3,3,3,3,3,1
302802,3028,3,2,3,1,1,3,3,3,2,1
302803,3028,1,1,2,3,3,3,3,3,3,1
302804,3028,3,3,2,2,2,3,3,3,2,1
302805,3028,2,2,3,3,3,3,3,3,2,1
302806,3028,3,3,3,3,3,3,3,3,2,1
302807,3028,2,3,2,3,3,3,3,3,3,1
302808,3028,3,3,3,3,3,3,3,3,3,1
302809,3028,2,2,3,1,2,3,3,3,3,1
302810,3028,3,3,3,2,3,3,3,3,3,1
302811,3028,3,1,1,1,1,2,3,3,2,1
302812,3028,3,2,2,3,3,3,3,3,3,1
302813,3028,2,3,3,3,3,3,3,3,3,1
302814,3028,3,2,3,3,2,3,3,3,2,1
302815,3028,3,3,3,3,2,3,3,3,3,1
302816,3028,3,2,2,3,3,3,3,3,2,1
302817,3028,2,2,2,3,3,3,3,3,3,1
302818,3028,3,2,3,3,2,2,3,3,3,1
302819,3028,3,3,3,3,3,3,3,3,2,1
302820,3028,3,3,2,3,3,3,3,3,3,1
302901,3029,0,0,0,0,0,0,0,3,0,1
302903,3029,0,0,0,0,0,0,0,0,0,1
302904,3029,3,3,3,2,3,3,3,3,2,1
302905,3029,2,2,2,3,3,3,3,3,3,1
302906,3029,3,3,3,2,3,3,3,3,3,1
302907,3029,1,2,3,3,3,2,2,0,2,1
302908,3029,2,2,1,2,3,2,2,1,1,1
302909,3029,3,3,3,3,3,3,3,3,3,1
302910,3029,2,3,3,3,3,3,3,3,2,1
303001,3030,3,3,3,3,3,3,3,3,3,1
303002,3030,3,3,2,3,3,3,3,3,3,1
303003,3030,0,0,0,0,0,0,0,0,0,1
303004,3030,3,3,3,3,2,3,3,3,3,1
303005,3030,3,3,3,3,3,3,3,3,3,1
303006,3030,3,3,3,3,3,3,3,3,3,1
303007,3030,3,3,3,3,3,3,3,3,3,1
303008,3030,3,3,3,3,3,3,3,3,2,1
303009,3030,3,3,3,2,3,3,3,3,3,1
303010,3030,1,3,1,3,1,1,1,3,1,1
303011,3030,3,3,3,3,3,3,3,3,3,1
303012,3030,3,2,1,2,2,3,3,2,1,1
303013,3030,3,2,1,3,3,3,3,3,3,1
303014,3030,3,3,3,3,3,3,3,3,3,1
303015,3030,3,3,3,3,3,3,3,3,3,1
303016,3030,3,3,3,3,3,3,3,3,3,1
303101,3031,3,2,3,2,3,3,3,3,3,1
303102,3031,3,3,3,3,3,3,2,2,1,1
303103,3031,3,3,3,3,3,3,3,3,3,1
303104,3031,3,3,3,3,3,3,3,3,3,1
303105,3031,3,3,3,3,3,3,3,3,3,1
303106,3031,2,3,2,2,3,3,3,3,3,1
303109,3031,3,3,3,3,3,3,3,3,3,1
303110,3031,2,3,2,2,3,3,3,3,3,1
303111,3031,3,3,3,3,3,3,3,3,3,1
303112,3031,3,3,3,3,3,3,3,3,3,1
303202,3032,0,0,0,0,0,0,0,0,0,1
303203,3032,3,3,3,3,3,3,3,3,3,1
303204,3032,3,3,2,2,3,3,3,3,2,1
303205,3032,2,3,2,3,3,3,3,3,3,1
303206,3032,3,3,3,3,3,3,3,3,2,1
303207,3032,3,3,2,3,3,3,3,3,3,1
303208,3032,3,3,2,3,3,3,3,3,2,1
303210,3032,3,3,3,3,3,3,3,3,3,1
303301,3033,3,2,3,3,3,3,3,3,3,1
303302,3033,1,2,3,3,2,3,3,3,1,1
303303,3033,3,2,3,2,1,3,3,3,2,1
303304,3033,3,3,2,2,2,3,3,3,3,1
303305,3033,2,2,2,3,3,3,3,3,3,1
303306,3033,2,3,3,3,3,3,3,3,3,1
303307,3033,0,0,0,0,0,0,0,0,0,1
303308,3033,3,3,3,3,3,3,3,3,3,1
303309,3033,3,3,2,2,3,3,3,3,3,1
303310,3033,3,3,3,3,3,3,0,3,3,1
303311,3033,2,2,3,2,2,3,3,3,1,1
303401,3034,3,3,3,3,3,3,3,3,2,1
303402,3034,3,2,3,3,3,3,3,3,3,1
303403,3034,3,3,2,3,3,3,3,3,3,1
303404,3034,1,1,1,1,1,1,1,1,1,1
303405,3034,3,2,1,3,3,3,3,3,3,1
303406,3034,1,2,1,3,2,2,3,3,3,1
303407,3034,2,2,2,3,3,3,3,3,3,1
303408,3034,3,3,3,3,3,3,3,3,3,1
303409,3034,3,3,1,3,2,2,3,3,3,1
303410,3034,3,3,2,3,3,3,3,3,2,1
303411,3034,2,3,2,3,2,2,3,3,3,1
303412,3034,3,1,2,2,3,3,3,3,3,1
303413,3034,2,3,3,3,3,3,3,3,3,1
303501,3035,3,2,3,3,3,3,3,3,2,1
303502,3035,3,3,3,3,3,3,3,3,2,1
303503,3035,2,3,2,3,3,3,3,3,2,1
303504,3035,3,3,3,2,3,3,3,3,2,1
303505,3035,2,3,3,3,3,2,3,3,3,1
303506,3035,3,3,0,2,2,3,3,3,1,1
303507,3035,3,3,3,3,3,3,3,2,2,1
303508,3035,3,3,3,3,3,3,3,3,3,1
303509,3035,2,3,3,3,3,3,3,3,1,1
303510,3035,2,3,3,3,3,3,3,3,3,1
303511,3035,3,3,3,3,3,3,3,3,3,1
303601,3036,0,0,0,0,0,0,0,0,0,1
303602,3036,3,3,3,3,3,3,3,3,3,1
303603,3036,3,2,3,2,3,3,3,3,3,1
303604,3036,2,2,3,3,3,3,3,3,3,1
303605,3036,2,3,2,3,3,3,3,3,3,1
303606,3036,3,3,3,3,3,3,3,3,2,1
303607,3036,3,3,3,3,3,3,3,3,3,1
303609,3036,3,3,1,3,3,3,3,3,3,1
303611,3036,2,2,2,3,3,3,3,3,3,1
303612,3036,3,3,3,3,3,3,3,3,3,1
303613,3036,0,0,0,0,0,0,0,0,0,1
303614,3036,3,3,3,3,3,3,3,3,3,1
303615,3036,2,2,2,3,3,3,3,3,3,1
303616,3036,3,3,3,3,3,3,3,3,3,1
303701,3037,0,0,0,0,0,0,0,0,0,1
303702,3037,2,3,2,3,3,0,3,3,3,1
303704,3037,3,3,3,3,3,3,3,3,3,1
303705,3037,3,2,1,2,2,2,2,3,2,1
303706,3037,0,0,0,0,0,0,0,0,0,1
303707,3037,2,3,2,3,3,3,3,3,2,1
303708,3037,3,3,2,3,3,3,3,3,3,1
303711,3037,3,3,3,3,3,3,3,3,3,1
303712,3037,3,3,3,3,3,3,3,3,3,1
303713,3037,3,3,3,3,3,3,3,3,3,1
303801,3038,3,3,3,3,3,3,3,3,3,1
303802,3038,3,3,2,3,3,3,3,3,3,1
303803,3038,2,2,2,3,2,3,3,3,3,1
303805,3038,3,3,1,2,2,3,3,3,2,1
303806,3038,2,2,3,3,3,3,3,3,3,1
303807,3038,3,3,3,2,2,3,3,3,2,1
303808,3038,2,2,3,3,2,2,2,3,1,1
303809,3038,3,3,3,3,3,3,3,3,3,1
303901,3039,2,3,2,2,2,3,3,3,3,1
303902,3039,3,3,3,3,3,3,3,3,3,1
303903,3039,3,3,3,3,3,3,3,3,3,1
303904,3039,1,3,3,3,1,3,3,3,1,1
303905,3039,3,3,3,3,3,3,3,3,3,1
303906,3039,3,3,3,3,3,3,3,3,3,1
303907,3039,3,3,3,3,3,3,3,3,3,1
303908,3039,3,3,3,3,3,3,3,3,3,1
303909,3039,3,3,3,3,3,3,3,3,3,1
303910,3039,3,3,3,3,3,3,3,3,2,1
303911,3039,2,2,1,2,1,2,2,2,1,1
303912,3039,3,3,2,2,3,3,3,3,2,1
303913,3039,3,3,2,3,3,3,3,3,3,1
303914,3039,3,3,3,3,3,3,3,3,3,1
303915,3039,3,3,3,3,3,3,3,3,3,1
303916,3039,3,3,3,3,3,3,3,3,3,1
303917,3039,2,3,3,3,3,3,3,3,3,1
303918,3039,3,3,3,3,3,3,3,3,3,1
303919,3039,3,3,3,2,3,3,3,3,2,1
303920,3039,3,3,1,2,3,3,3,3,1,1
303921,3039,2,3,2,2,2,3,3,3,3,1
