IDTEACH,IDSCHOOL,TT3G55A,TT3G55B,TT3G55C,TT3G55D,TT3G55E,TT3G55F,TT3G55G,TT3G55H,TT3G55I,CONT
315613,3156,2,2,3,3,3,3,3,3,3,1
315615,3156,3,3,0,3,0,0,3,3,1,1
315616,3156,2,2,2,2,3,3,3,3,2,1
315618,3156,3,3,3,0,3,3,3,3,3,1
315619,3156,2,2,1,3,2,3,3,3,3,1
315620,3156,3,3,2,3,3,3,3,3,3,1
315702,3157,3,3,3,3,3,3,3,3,3,1
315703,3157,3,2,3,3,3,3,3,3,2,1
315704,3157,3,3,2,3,3,3,3,3,3,1
315705,3157,3,3,3,3,3,3,3,3,3,1
315706,3157,3,3,2,3,3,3,3,3,1,1
315801,3158,3,3,2,2,3,2,3,3,3,1
315802,3158,3,3,3,3,2,3,3,3,1,1
315803,3158,3,3,3,1,1,2,3,2,2,1
315804,3158,3,3,3,3,3,3,3,3,3,1
315805,3158,2,3,2,3,3,3,3,3,2,1
315806,3158,3,3,2,1,1,3,3,3,3,1
315807,3158,2,3,2,3,3,2,3,3,1,1
315808,3158,3,3,3,3,3,3,3,3,3,1
315809,3158,3,2,2,3,3,2,3,3,1,1
315810,3158,3,2,2,2,2,3,3,3,2,1
315811,3158,3,3,3,3,3,3,3,3,3,1
315812,3158,3,3,3,1,3,3,3,3,1,1
315813,3158,2,3,2,3,2,3,3,3,2,1
315814,3158,3,2,2,3,2,2,3,2,2,1
315815,3158,3,3,3,3,3,3,3,3,3,1
315816,3158,3,3,3,2,2,3,3,2,2,1
315901,3159,3,2,2,3,2,3,3,3,3,1
315902,3159,3,3,3,3,3,3,3,3,3,1
315903,3159,3,3,3,3,3,3,3,3,3,1
315904,3159,3,3,3,3,3,3,3,3,3,1
315905,3159,3,3,3,3,3,3,3,3,3,1
315906,3159,3,3,3,3,3,3,3,3,3,1
315907,3159,3,3,3,3,3,3,3,3,3,1
315908,3159,3,3,3,3,3,3,3,3,3,1
315909,3159,2,2,1,2,3,3,3,3,2,1
315910,3159,3,2,3,3,3,3,3,3,3,1
315911,3159,3,3,3,3,3,3,3,3,3,1
315912,3159,3,3,3,3,3,3,3,3,3,1
315913,3159,3,3,3,3,3,3,3,3,3,1
315914,3159,3,3,3,3,3,3,3,3,3,1
315916,3159,3,3,2,3,3,3,3,3,3,1
315917,3159,3,3,2,3,3,3,3,3,3,1
315918,3159,3,3,3,3,3,3,3,3,3,1
315919,3159,3,2,3,3,2,2,3,3,3,1
315920,3159,3,3,3,3,3,3,3,3,3,1
315921,3159,2,1,1,3,2,2,2,3,2,1
315922,3159,2,3,3,3,3,3,3,3,3,1
316001,3160,3,3,3,3,3,3,3,3,3,1
316003,3160,3,3,3,3,3,3,3,3,3,1
316004,3160,3,3,2,3,3,3,3,3,3,1
316005,3160,2,2,2,3,3,3,3,3,2,1
316006,3160,3,3,3,3,3,3,3,3,2,1
316007,3160,2,2,3,3,3,2,3,3,3,1
316008,3160,2,2,2,3,3,2,3,2,2,1
316009,3160,3,3,2,3,3,3,3,3,3,1
316010,3160,3,3,1,3,3,3,3,3,3,1
316012,3160,3,1,2,3,2,2,2,3,2,1
316013,3160,3,2,3,2,3,3,3,3,3,1
316014,3160,3,2,2,3,3,3,3,3,3,1
316016,3160,3,2,3,3,3,3,3,3,2,1
316017,3160,3,3,3,3,3,3,3,3,3,1
316018,3160,3,3,3,3,3,3,3,3,3,1
316019,3160,3,3,3,3,3,3,3,3,3,1
316101,3161,1,1,1,1,1,1,1,1,1,1
316102,3161,3,3,3,3,3,3,3,3,3,1
316103,3161,3,3,2,3,3,3,3,3,3,1
316104,3161,0,0,0,0,0,0,0,0,0,1
316105,3161,3,3,2,3,3,3,3,3,3,1
316107,3161,3,3,3,3,3,3,3,3,3,1
316108,3161,1,2,1,3,3,2,3,3,3,1
316109,3161,3,2,2,2,3,3,3,3,3,1
316110,3161,3,3,3,3,3,3,3,3,3,1
316112,3161,3,3,3,3,3,3,3,3,3,1
316113,3161,3,3,3,3,3,3,3,3,3,1
316114,3161,3,3,3,3,2,3,3,3,2,1
316115,3161,3,3,3,3,3,3,3,3,3,1
316116,3161,2,2,1,3,3,3,3,3,2,1
316118,3161,3,3,3,2,3,3,3,2,1,1
316201,3162,3,3,3,3,3,3,3,3,3,1
316202,3162,2,1,1,3,2,3,3,3,2,1
316203,3162,3,3,3,3,3,3,3,3,3,1
316204,3162,3,2,3,3,3,3,3,3,3,1
316205,3162,2,2,2,2,2,2,2,2,2,1
316206,3162,3,3,3,3,3,3,3,3,3,1
316207,3162,3,3,3,3,3,3,3,3,3,1
316208,3162,2,3,1,3,2,2,3,3,2,1
316209,3162,3,2,2,3,3,3,3,3,3,1
316210,3162,3,3,3,3,3,3,3,3,3,1
316211,3162,3,3,3,3,3,3,3,3,3,1
316212,3162,3,3,3,3,3,3,3,3,3,1
316213,3162,3,3,3,3,3,3,3,3,3,1
316214,3162,3,3,3,3,3,3,3,3,3,1
316401,3164,3,3,3,3,3,3,3,3,3,1
316402,3164,3,1,1,3,3,3,3,3,3,1
316403,3164,3,3,3,3,3,3,3,3,3,1
316404,3164,3,3,2,2,2,3,3,2,2,1
316405,3164,3,3,3,3,3,3,3,3,3,1
316406,3164,2,2,3,3,3,3,3,2,3,1
316407,3164,3,3,3,3,3,3,3,3,2,1
316408,3164,3,3,3,3,3,3,3,3,3,1
316409,3164,3,3,3,3,3,3,3,3,3,1
316410,3164,2,2,2,3,3,3,3,3,3,1
316411,3164,3,3,3,3,3,3,3,3,3,1
316412,3164,3,2,2,2,3,3,3,2,1,1
316413,3164,2,3,3,3,3,3,3,3,2,1
316414,3164,3,3,3,3,3,3,3,2,3,1
316415,3164,2,3,3,3,3,3,3,2,3,1
316416,3164,3,3,2,2,2,3,3,3,2,1
316417,3164,3,3,3,3,3,3,3,3,1,1
316418,3164,3,3,3,3,3,3,2,3,2,1
316419,3164,3,3,3,3,3,3,3,3,3,1
316420,3164,0,0,0,0,0,0,0,0,0,1
316501,3165,3,3,3,3,3,3,3,3,3,1
316502,3165,2,2,2,3,2,3,3,3,3,1
316503,3165,3,3,3,3,3,3,3,3,3,1
316504,3165,2,3,3,3,3,3,3,3,2,1
316505,3165,3,3,2,2,3,3,3,3,2,1
316506,3165,3,3,2,3,3,3,3,3,3,1
316507,3165,3,3,3,3,3,3,3,3,2,1
316508,3165,3,3,3,3,3,3,3,3,3,1
316509,3165,3,3,3,3,3,3,3,3,3,1
316510,3165,3,3,2,2,3,3,3,3,2,1
316601,3166,2,2,1,1,1,2,2,3,2,1
316602,3166,2,2,3,3,0,2,2,2,2,1
316603,3166,3,3,3,3,3,3,3,3,3,1
316604,3166,3,2,3,3,3,3,3,3,2,1
316605,3166,3,3,3,3,3,3,3,3,3,1
316606,3166,3,3,3,3,3,3,3,3,3,1
316607,3166,3,3,3,3,3,3,3,3,3,1
316608,3166,2,2,2,2,2,2,2,2,2,1
316701,3167,3,3,3,3,3,3,3,3,3,1
316703,3167,1,1,2,2,1,2,1,1,1,1
316704,3167,3,3,1,3,3,3,3,3,2,1
316705,3167,3,3,3,3,3,3,3,3,3,1
316706,3167,3,3,3,3,3,3,3,3,2,1
316707,3167,3,3,3,3,3,3,3,3,3,1
316708,3167,3,2,3,3,3,3,3,3,3,1
316709,3167,0,0,0,0,0,0,0,0,0,1
316710,3167,3,3,3,2,3,3,3,3,3,1
316711,3167,3,3,3,3,3,3,3,3,3,1
316712,3167,3,2,2,3,3,3,3,3,3,1
316713,3167,3,3,3,3,3,3,3,3,2,1
316714,3167,3,3,2,2,3,3,3,3,1,1
316715,3167,3,3,3,3,3,3,3,3,3,1
316716,3167,3,3,3,3,3,3,3,3,3,1
316717,3167,3,3,3,3,3,3,3,3,3,1
316718,3167,3,3,2,3,3,3,3,3,1,1
316719,3167,3,3,3,3,3,3,3,3,3,1
316721,3167,2,2,2,2,2,2,2,2,2,1
316722,3167,3,3,3,3,3,3,3,3,3,1
316723,3167,3,3,2,3,3,3,3,3,2,1
316724,3167,3,3,1,3,3,3,3,3,3,1
316725,3167,3,3,3,3,3,3,3,3,3,1
316801,3168,0,0,0,0,0,0,0,0,0,1
316802,3168,3,3,3,3,3,3,3,3,3,1
316803,3168,2,2,2,2,2,2,3,3,2,1
316804,3168,2,2,2,3,2,3,3,3,3,1
316806,3168,3,2,3,3,3,3,3,3,3,1
316807,3168,3,3,3,3,3,3,3,3,3,1
316808,3168,2,3,2,3,1,2,3,3,1,1
316809,3168,3,3,3,3,3,3,3,3,3,1
316810,3168,0,0,0,0,0,0,0,0,0,1
316811,3168,3,3,3,3,3,3,3,3,3,1
316812,3168,3,3,3,3,3,3,3,3,3,1
316813,3168,3,3,3,3,3,3,3,3,3,1
316814,3168,3,3,3,3,3,3,3,3,3,1
316815,3168,0,0,0,0,0,0,0,0,0,1
316816,3168,0,0,0,0,0,0,0,0,0,1
316817,3168,0,0,0,0,0,0,0,0,0,1
316818,3168,3,3,3,3,3,3,3,3,3,1
316819,3168,3,3,3,3,3,3,3,3,3,1
316901,3169,3,3,3,3,3,3,3,3,3,1
316902,3169,3,3,3,3,3,3,3,3,2,1
316903,3169,3,2,3,3,3,3,3,3,3,1
316904,3169,3,3,1,1,3,3,3,3,3,1
316905,3169,3,2,1,2,3,3,2,3,1,1
316906,3169,2,1,1,2,2,3,3,3,2,1
316908,3169,3,3,3,3,3,3,3,3,3,1
316909,3169,3,3,3,3,3,3,3,3,3,1
316910,3169,3,3,2,3,3,3,3,3,3,1
316911,3169,3,3,3,3,3,3,3,3,3,1
316912,3169,3,2,2,2,3,3,3,3,1,1
317001,3170,2,2,3,3,3,3,3,3,3,1
317002,3170,3,3,3,3,3,3,3,3,3,1
317003,3170,3,3,3,3,3,3,3,3,2,1
317004,3170,3,3,3,3,3,3,3,3,3,1
317005,3170,3,3,3,3,3,3,3,3,3,1
317006,3170,3,3,3,3,3,3,3,3,3,1
317008,3170,3,3,3,3,3,3,3,3,3,1
317009,3170,3,2,2,3,3,3,3,3,2,1
317010,3170,3,3,2,3,3,3,3,3,3,1
317011,3170,3,3,3,3,3,3,3,3,3,1
317012,3170,2,2,2,3,3,3,3,3,3,1
317013,3170,2,2,2,3,3,3,3,3,3,1
317014,3170,1,2,3,3,3,3,3,3,3,1
317015,3170,3,3,3,3,3,3,3,3,3,1
317016,3170,3,1,1,3,3,2,3,2,3,1
317017,3170,3,3,3,3,3,3,3,3,3,1
317018,3170,3,3,3,3,3,3,3,3,3,1
317019,3170,3,3,3,3,3,3,3,3,2,1
317021,3170,2,3,2,2,3,3,3,3,2,1
317022,3170,3,3,3,3,3,3,3,3,3,1
317023,3170,3,3,1,3,3,3,3,3,3,1
317024,3170,3,2,3,3,2,3,3,3,2,1
317025,3170,3,2,2,3,3,2,3,3,3,1
317026,3170,3,3,3,3,3,3,3,3,3,1
317027,3170,3,3,3,3,3,3,3,3,3,1
317028,3170,3,3,2,3,3,3,3,3,2,1
317029,3170,3,3,1,3,3,2,3,3,3,1
317030,3170,3,3,3,3,3,3,3,3,3,1
317101,3171,2,3,3,3,2,3,3,3,2,1
317102,3171,3,3,3,2,2,3,3,3,3,1
317103,3171,3,3,3,3,3,3,3,3,2,1
317104,3171,3,3,3,3,3,3,3,3,2,1
317105,3171,3,3,3,2,3,3,3,2,1,1
317106,3171,3,2,3,2,2,3,3,3,3,1
317107,3171,3,3,3,3,3,3,3,3,3,1
317109,3171,3,3,3,3,2,3,3,3,2,1
317110,3171,3,3,3,2,3,3,3,3,2,1
317201,3172,3,3,3,3,3,3,3,3,3,1
317203,3172,3,3,3,3,3,3,3,3,3,1
317204,3172,2,2,2,3,3,3,3,3,2,1
317206,3172,3,3,3,3,3,3,3,3,3,1
317207,3172,3,1,1,3,3,2,3,3,2,1
317208,3172,3,3,3,3,3,3,3,3,3,1
317209,3172,2,2,2,3,3,2,3,3,3,1
317210,3172,3,3,3,2,3,3,3,3,2,1
317211,3172,3,3,3,3,3,3,3,3,3,1
317212,3172,3,3,3,3,3,3,3,3,2,1
317215,3172,3,3,3,3,3,3,3,3,3,1
317216,3172,3,3,3,3,3,3,3,3,3,1
317217,3172,3,3,3,3,3,3,3,3,3,1
317301,3173,2,1,2,3,3,3,3,3,1,1
317302,3173,3,3,3,3,3,3,3,3,3,1
317303,3173,2,2,1,3,3,2,2,3,2,1
317304,3173,2,3,3,3,3,3,3,3,3,1
317305,3173,3,3,3,3,2,2,3,3,3,1
317306,3173,3,3,3,3,3,3,3,3,3,1
317307,3173,3,3,3,3,3,3,3,3,3,1
317308,3173,3,3,3,3,3,3,3,3,3,1
317310,3173,3,3,3,3,3,3,3,3,3,1
317312,3173,2,3,3,3,3,3,3,3,3,1
317313,3173,3,3,2,2,2,2,3,3,3,1
317314,3173,3,3,2,3,3,3,3,3,3,1
317315,3173,3,3,3,3,3,3,3,3,3,1
317401,3174,3,3,2,3,3,3,3,3,2,1
317402,3174,3,1,2,1,3,3,3,3,3,1
317403,3174,3,2,3,2,3,3,3,3,2,1
317404,3174,3,3,3,3,3,3,3,3,3,1
317405,3174,2,3,1,2,3,3,2,2,2,1
317406,3174,3,3,3,3,3,3,3,3,3,1
317407,3174,2,2,1,3,2,1,3,3,3,1
317408,3174,2,2,1,3,3,2,3,3,3,1
317409,3174,2,3,3,3,3,3,3,3,3,1
317410,3174,3,3,3,3,3,3,3,3,3,1
317411,3174,2,2,2,3,2,2,3,2,3,1
317412,3174,1,2,1,2,2,1,3,3,3,1
317414,3174,2,3,2,3,3,3,3,3,2,1
317415,3174,2,2,3,3,2,3,3,3,3,1
317416,3174,3,0,0,0,0,0,3,3,0,1
317417,3174,3,3,2,3,3,3,3,3,3,1
317418,3174,3,3,3,3,3,3,3,3,3,1
317419,3174,2,2,3,3,3,3,3,3,2,1
317420,3174,3,3,3,3,3,3,3,3,3,1
317501,3175,3,2,1,3,3,3,3,3,1,1
317502,3175,2,3,3,3,2,3,3,3,3,1
317503,3175,2,2,2,2,1,2,1,1,1,1
317504,3175,3,3,3,3,3,3,3,3,3,1
317505,3175,2,3,2,3,3,3,3,3,3,1
317506,3175,2,2,1,3,1,1,3,3,3,1
317507,3175,3,2,3,2,3,3,3,3,2,1
317508,3175,3,3,2,3,3,3,2,3,2,1
317509,3175,1,1,1,1,1,1,1,1,1,1
317510,3175,3,3,3,3,3,3,3,3,2,1
317511,3175,2,2,2,3,3,3,3,3,2,1
317601,3176,3,3,2,3,3,3,3,3,3,1
317602,3176,2,2,2,3,3,3,3,3,3,1
317603,3176,3,3,3,3,3,3,3,3,3,1
317604,3176,3,3,3,3,3,3,3,3,3,1
317605,3176,3,3,3,3,3,3,3,3,3,1
317606,3176,3,3,2,1,1,2,2,3,2,1
317607,3176,3,3,3,3,3,3,3,3,3,1
317608,3176,3,2,2,3,3,3,3,3,3,1
317610,3176,3,3,3,3,3,3,3,3,3,1
317611,3176,1,2,3,3,3,3,3,3,3,1
317612,3176,3,3,3,3,3,3,3,3,3,1
317613,3176,2,3,3,2,2,3,3,2,2,1
317614,3176,3,3,3,3,3,3,3,3,3,1
317615,3176,3,3,2,3,3,2,3,3,3,1
317701,3177,3,3,3,3,3,3,3,3,3,1
317702,3177,3,3,3,3,3,3,3,3,3,1
317703,3177,3,2,3,3,3,3,3,3,2,1
317704,3177,3,3,3,3,3,3,3,3,3,1
317705,3177,2,2,3,3,3,3,3,3,2,1
317706,3177,3,3,3,3,3,3,3,3,2,1
317707,3177,3,3,3,3,3,3,3,3,3,1
317708,3177,3,2,2,3,3,3,3,3,3,1
317709,3177,3,3,2,3,3,3,3,3,3,1
317710,3177,3,3,3,3,3,3,3,3,3,1
317711,3177,3,2,3,3,3,3,2,3,1,1
317712,3177,3,3,3,3,3,3,3,3,3,1
317713,3177,2,3,3,3,3,3,3,3,2,1
317714,3177,3,3,3,3,3,3,3,3,3,1
317715,3177,3,3,3,3,3,3,3,3,3,1
317716,3177,3,3,3,3,3,3,3,3,3,1
317717,3177,3,3,3,3,3,3,3,3,3,1
317718,3177,3,3,3,3,3,3,3,3,3,1
317719,3177,3,2,2,3,3,3,3,3,3,1
317720,3177,2,3,2,3,3,3,3,3,2,1
317721,3177,3,2,2,3,3,2,3,2,3,1
317722,3177,3,3,2,2,3,3,3,3,3,1
317723,3177,3,3,3,3,3,3,3,3,3,1
317801,3178,3,3,3,3,3,3,3,3,3,1
317802,3178,3,3,3,3,1,3,3,3,1,1
317803,3178,3,3,2,3,3,3,3,3,3,1
317804,3178,3,3,3,3,3,3,3,3,3,1
317805,3178,3,3,3,3,3,3,3,3,3,1
317806,3178,3,3,3,3,3,3,3,3,3,1
317807,3178,2,3,1,3,3,3,3,3,2,1
317808,3178,3,3,3,3,3,3,3,3,1,1
317809,3178,1,2,1,3,2,2,2,2,2,1
317810,3178,0,0,0,0,0,0,0,0,0,1
317811,3178,3,3,3,2,2,3,3,3,2,1
317812,3178,2,2,2,3,3,3,3,3,3,1
317813,3178,3,3,3,3,3,3,3,3,2,1
317814,3178,3,2,2,3,3,3,3,3,3,1
317815,3178,2,2,2,1,1,3,3,3,3,1
317816,3178,3,3,3,3,3,3,3,3,3,1
317817,3178,3,3,3,3,3,3,3,3,3,1
317818,3178,3,3,2,3,3,3,3,3,1,1
317819,3178,2,2,3,3,3,3,3,3,3,1
317820,3178,3,3,3,3,3,3,3,3,3,1
317821,3178,2,3,3,2,2,3,3,3,2,1
317901,3179,3,2,2,2,3,2,2,3,2,1
317902,3179,2,3,3,3,3,3,3,3,3,1
317904,3179,3,3,3,3,3,3,3,3,3,1
317905,3179,3,2,1,3,3,3,3,3,3,1
317906,3179,3,2,3,3,3,3,3,3,3,1
317907,3179,3,3,3,3,3,3,3,3,3,1
317908,3179,3,2,3,3,3,3,3,3,3,1
317909,3179,3,3,3,3,3,3,3,3,3,1
317910,3179,3,3,3,3,3,3,3,3,3,1
317911,3179,2,1,3,3,3,3,3,3,3,1
317912,3179,0,0,0,0,0,0,0,0,0,1
317913,3179,3,3,3,3,3,3,3,3,3,1
317916,3179,3,3,2,3,3,3,3,3,2,1
317917,3179,3,3,3,3,3,3,3,3,3,1
317918,3179,3,3,3,3,3,3,3,3,3,1
317919,3179,3,3,2,2,3,3,3,3,2,1
318001,3180,3,2,1,3,3,3,3,3,3,1
318002,3180,3,3,3,3,3,3,3,3,3,1
318003,3180,3,3,3,3,3,3,3,3,3,1
318004,3180,3,3,3,3,3,3,3,3,2,1
318005,3180,3,3,2,3,3,3,3,3,3,1
318006,3180,3,3,2,3,3,3,3,3,3,1
318007,3180,3,3,3,3,3,3,3,3,3,1
318101,3181,0,0,0,0,0,0,0,0,0,1
318103,3181,3,1,2,3,3,2,3,3,3,1
318104,3181,1,1,1,3,3,2,2,2,2,1
318105,3181,0,0,0,0,0,0,0,0,0,1
318106,3181,3,3,2,3,3,2,3,3,3,1
318107,3181,3,3,3,3,3,3,3,3,3,1
318108,3181,2,3,2,3,3,3,3,3,2,1
318109,3181,3,3,3,3,3,3,3,3,3,1
318110,3181,2,2,2,3,2,3,3,3,1,1
318111,3181,3,3,2,3,2,2,2,3,3,1
318112,3181,3,3,3,3,2,3,3,3,2,1
318114,3181,3,3,3,3,3,3,3,3,3,1
318115,3181,3,3,1,3,3,2,3,3,3,1
318116,3181,3,2,3,3,2,2,3,3,3,1
318119,3181,3,2,1,3,3,2,3,3,3,1
318120,3181,3,2,3,3,3,3,3,3,2,1
318201,3182,3,3,3,3,3,3,3,3,2,1
318202,3182,3,3,3,3,3,3,3,3,3,1
318203,3182,3,3,3,2,0,3,3,3,2,1
318204,3182,3,2,2,3,3,3,3,3,3,1
318205,3182,3,3,3,3,3,3,3,3,3,1
318206,3182,3,3,3,3,3,3,3,3,3,1
318207,3182,2,2,1,3,3,3,3,3,3,1
318208,3182,3,3,3,3,2,3,3,3,3,1
318209,3182,3,3,3,3,3,3,3,3,3,1
318210,3182,2,2,2,3,3,3,3,2,3,1
318212,3182,3,3,3,3,3,3,3,3,3,1
318213,3182,3,3,3,3,3,3,3,3,3,1
318214,3182,3,3,3,3,3,3,3,3,3,1
318215,3182,3,3,2,3,3,3,3,3,3,1
318216,3182,2,2,2,3,1,2,3,3,3,1
318217,3182,2,2,2,2,2,2,2,2,2,1
318218,3182,3,3,3,3,2,3,3,3,2,1
318219,3182,0,0,0,0,0,0,0,0,0,1
318301,3183,0,0,0,0,0,0,0,0,0,1
318302,3183,3,3,3,3,3,3,3,3,3,1
318303,3183,3,3,2,3,3,2,3,3,3,1
318304,3183,3,3,3,3,3,3,3,3,3,1
318305,3183,3,3,3,3,3,3,3,3,2,1
318306,3183,3,3,2,3,0,3,3,3,3,1
318401,3184,3,3,3,3,3,3,3,3,3,1
318402,3184,2,2,3,3,3,3,3,3,3,1
318403,3184,2,1,2,3,3,3,3,3,3,1
318404,3184,3,2,2,3,3,3,3,3,2,1
318405,3184,3,3,3,3,3,3,3,3,3,1
318406,3184,2,3,1,3,3,3,3,3,3,1
318408,3184,2,2,3,3,3,3,3,3,3,1
318409,3184,3,3,3,3,3,3,3,3,3,1
318410,3184,3,3,2,3,3,3,3,3,3,1
318411,3184,3,3,2,3,3,3,3,3,3,1
318412,3184,3,3,3,3,3,3,3,3,3,1
318413,3184,2,3,2,3,3,3,3,3,2,1
318414,3184,3,3,2,2,2,2,2,3,2,1
318415,3184,3,2,2,3,3,3,3,3,3,1
318418,3184,3,3,3,3,3,3,3,3,3,1
318419,3184,0,0,0,0,0,0,0,0,0,1
318420,3184,3,3,2,3,3,3,3,3,2,1
318601,3186,2,1,3,3,3,3,2,2,3,1
318602,3186,3,3,3,3,3,3,3,3,3,1
318603,3186,3,2,1,3,2,2,2,3,3,1
318604,3186,3,3,2,3,3,3,3,3,3,1
318606,3186,2,3,2,2,3,2,2,3,1,1
318607,3186,2,1,1,3,2,3,3,3,3,1
318608,3186,3,3,3,3,3,3,3,3,3,1
318609,3186,2,3,2,3,3,3,3,3,2,1
318611,3186,1,2,2,3,2,2,3,3,2,1
318612,3186,3,3,3,3,3,3,3,3,3,1
318613,3186,3,3,3,3,3,3,3,3,3,1
318614,3186,2,2,2,3,3,2,3,3,2,1
318615,3186,3,3,1,3,3,3,3,3,3,1
318617,3186,2,2,1,3,3,3,3,3,3,1
318618,3186,3,3,3,3,3,3,3,3,3,1
318619,3186,2,1,1,3,1,1,3,3,3,1
318620,3186,3,3,3,3,3,3,3,3,3,1
318701,3187,2,2,3,3,3,3,3,2,2,1
318702,3187,2,3,2,3,3,3,3,3,3,1
318703,3187,2,2,2,3,2,2,2,3,3,1
318704,3187,3,3,3,3,3,3,3,3,3,1
318705,3187,1,1,1,2,1,3,3,3,3,1
318706,3187,3,3,3,3,3,3,3,3,3,1
318707,3187,3,3,2,3,3,3,3,3,3,1
318709,3187,3,3,3,3,3,3,3,3,3,1
318710,3187,2,3,3,3,3,3,3,3,3,1
318711,3187,2,2,2,3,3,3,3,3,3,1
318712,3187,3,3,3,3,3,3,3,1,3,1
318802,3188,3,3,3,3,3,3,3,3,3,1
318803,3188,3,3,3,2,3,3,3,3,3,1
318804,3188,3,3,2,3,3,3,3,3,3,1
318901,3189,2,3,3,3,3,3,3,3,3,1
318909,3189,2,2,1,3,2,2,3,2,2,1
318911,3189,1,2,3,3,3,3,3,3,3,1
318916,3189,2,2,2,3,3,3,3,3,3,1
319001,3190,3,3,3,3,3,3,3,3,3,1
319002,3190,3,3,3,3,3,3,3,3,3,1
319003,3190,3,1,2,2,3,2,3,3,3,1
319004,3190,3,3,3,3,3,3,3,3,3,1
319101,3191,3,3,2,3,2,3,3,3,3,1
319102,3191,3,3,3,3,3,3,3,3,3,1
319103,3191,2,2,2,3,3,3,3,3,3,1
319104,3191,2,2,2,2,2,3,3,3,3,1
319105,3191,3,3,3,3,3,3,3,3,3,1
319106,3191,3,3,3,1,1,3,3,3,3,1
319107,3191,3,2,2,3,3,3,3,3,2,1
319108,3191,3,3,2,3,3,3,3,3,3,1
319109,3191,3,2,3,3,3,3,3,3,3,1
319110,3191,2,2,3,3,3,3,3,3,3,1
319201,3192,0,0,0,0,0,0,0,0,0,1
319202,3192,3,3,2,2,3,3,3,3,3,1
319203,3192,2,2,2,3,3,3,3,3,3,1
319204,3192,3,3,3,3,3,3,3,3,3,1
319205,3192,2,2,3,3,2,3,3,3,3,1
319206,3192,2,2,3,3,2,3,3,3,3,1
319207,3192,3,1,3,3,2,3,3,3,3,1
319208,3192,2,2,2,2,2,2,3,3,2,1
319209,3192,3,3,3,3,3,3,3,3,3,1
319210,3192,3,3,3,3,3,3,3,3,3,1
319211,3192,3,3,3,3,3,3,2,3,3,1
319212,3192,3,2,2,3,3,3,3,3,3,1
319213,3192,3,2,2,3,3,3,3,3,3,1
319214,3192,1,2,1,3,2,2,3,3,3,1
319215,3192,2,2,2,3,2,3,3,2,3,1
319216,3192,3,3,3,3,3,3,3,3,2,1
319217,3192,3,3,3,3,3,3,3,3,3,1
319218,3192,2,2,2,3,3,3,3,3,3,1
319219,3192,3,3,3,3,3,3,3,3,3,1
319220,3192,2,2,3,3,3,3,3,2,3,1
319221,3192,3,3,3,3,3,3,3,3,3,1
319222,3192,2,2,2,3,3,3,3,3,3,1
319223,3192,3,3,3,3,3,3,3,3,3,1
319224,3192,3,3,3,3,3,3,3,2,2,1
319225,3192,3,3,3,3,3,3,3,3,3,1
319226,3192,3,3,3,3,2,3,3,2,2,1
319228,3192,3,3,3,3,3,3,3,3,3,1
